id,group_id,department_id,created_at
3b190d44-215e-4cc0-9400-e77110085756,2722789d-f2a4-4610-b52a-6842d260274e,a1046e59-ce77-4a88-b37e-52b1360b49b0,2026-03-09 10:59:25.58482+00
