id,ticket_id,file_name,file_path,file_size,content_type,uploaded_by,created_at
9ecfca88-1018-489a-bfe1-ebc683fb7dcd,63916dc5-f6ec-4eb4-ba24-c143a39cdf24,Captura de ecrã 2026-02-16 120226.png,63916dc5-f6ec-4eb4-ba24-c143a39cdf24/1771243462449_Captura_de_ecra_2026-02-16_120226.png,197797,image/png,2c3b3f00-8821-45a2-ae6b-bf5cc351a941,2026-02-16 12:04:25.191677+00
