id,group_id,user_id,created_at
946a6914-78af-46e9-a664-76ab2301ac5b,fec9f265-82ce-4dca-a082-ddcabe0abb49,cece7740-db48-4fcc-9218-bd37ce31e79d,2026-01-21 09:26:43.611583+00
7c493e3a-68ee-4fc5-8336-9762d10f2e20,fec9f265-82ce-4dca-a082-ddcabe0abb49,58ddd586-b2a5-4023-b0e2-a770e28e16ce,2026-01-21 09:26:48.287002+00
df1bb951-46bf-45d4-91f1-52e318666fe3,fec9f265-82ce-4dca-a082-ddcabe0abb49,ad751ea5-c4df-42a6-b5db-d9643728ced2,2026-01-21 09:26:52.745146+00
916b16f6-21ec-4428-92ea-91fa97ff7252,fec9f265-82ce-4dca-a082-ddcabe0abb49,baccc6ed-dac1-43b8-aab6-b847f7258f2f,2026-01-21 09:26:57.381457+00
49efdbe9-7600-425f-b516-bbe9947a4073,2722789d-f2a4-4610-b52a-6842d260274e,a98f4883-a5a8-4f3a-8a85-3e86b2f91291,2026-01-27 10:41:08.571634+00
4367559a-eca4-4449-acc6-1d236f994b73,fec9f265-82ce-4dca-a082-ddcabe0abb49,a98f4883-a5a8-4f3a-8a85-3e86b2f91291,2026-03-09 11:25:20.10348+00
