id,name,icon,created_at
512e0f0b-5097-473b-b59d-1d82d199e447,Monitor,Monitor,2026-02-06 17:11:33.985985+00
51801549-9917-4951-ab6a-58f6d72e44ed,Portátil,Laptop,2026-02-06 17:11:33.985985+00
733b0295-8b26-4308-8796-3cc8cc9eb925,Tablet,Tablet,2026-02-06 17:11:33.985985+00
95955a01-0f6b-48da-9a74-44b83bbd46b4,Telemóvel,Smartphone,2026-02-06 17:11:33.985985+00
