id,company_id,title,message,created_by,created_at,expires_at,is_active,employee_id
f5fa6ac5-ca49-4c72-bd04-13cca4063473,,Férias de 2025,"Aviso

Informamos que os dias de férias referentes ao ano de 2025 que não tenham sido gozados serão automaticamente somados aos dias de férias disponíveis para o ano de 2026.

As férias serão marcadas pelo colaborador, devendo apenas ser comunicadas à empresa para efeitos de registo e organização interna.",cece7740-db48-4fcc-9218-bd37ce31e79d,2026-01-16 14:14:53.891224+00,,t,
438e5996-8468-46a1-aeb2-98d564bdb2c1,,Aviso – Marcação de Férias,"Aviso

Informa-se que os colaboradores com direito a 22 dias de férias deverão proceder à respetiva marcação de acordo com as seguintes regras:

• O colaborador poderá escolher 11 dias, ficando os restantes 11 dias a definir pela entidade patronal.

A marcação das férias deverá ser efetuada até ao dia 15 de fevereiro de 2026.

Solicita-se a todos os colaboradores o cumprimento destas orientações, de forma a assegurar uma adequada organização do período de férias.",cece7740-db48-4fcc-9218-bd37ce31e79d,2026-01-06 10:10:02.495188+00,,t,
